date,open,high,low,close,volume
2019-09-20,3.12,3.12,3.12,3.12,15500
2019-09-23,3.03,3.03,3.03,3.03,3200
2019-09-24,3.2,3.2,3.2,3.2,100
2019-09-25,3.2,3.2,3.2,3.2,0
2019-09-26,3.38,3.38,3.38,3.38,100
2019-09-27,3.38,3.38,3.38,3.38,0
2019-09-30,2.94,3.29,2.94,3.29,200
2019-10-01,3.12,3.12,3.12,3.12,70000
2019-10-02,3.12,3.12,3.12,3.12,0
2019-10-03,3.12,3.12,3.12,3.12,65000
2019-10-04,3.12,3.12,3.12,3.12,0
2019-10-07,2.94,3.03,2.94,3.03,200
2019-10-08,3.12,3.12,3.12,3.12,100
2019-10-09,3.25,3.25,2.9,2.9,13110
2019-10-10,2.55,3.16,2.55,3.16,2600
2019-10-11,2.46,2.98,2.37,2.98,2000
2019-10-14,2.46,2.98,2.98,2.98,0
2019-10-15,2.81,2.81,2.81,2.81,200
2019-10-16,3.16,3.16,2.55,2.55,2700
2019-10-17,2.46,2.46,2.46,2.46,300
2019-10-18,2.81,2.81,2.81,2.81,700
2019-10-21,2.81,2.81,2.81,2.81,0
2019-10-22,2.9,2.9,2.9,2.9,1000
2019-10-23,2.9,2.9,2.9,2.9,0
2019-10-24,2.9,2.9,2.9,2.9,0
2019-10-25,2.9,2.9,2.9,2.9,0
2019-10-28,2.63,2.63,2.63,2.63,7500
2019-10-29,2.63,2.63,2.63,2.63,0
2019-10-30,2.81,2.81,2.72,2.72,1200
2019-10-31,2.72,2.81,2.81,2.81,0
2019-11-01,2.55,2.9,2.55,2.63,4200
2019-11-04,2.9,2.98,2.9,2.98,3500
2019-11-05,2.98,2.98,2.98,2.98,100
2019-11-06,2.98,3.07,2.98,3.07,600
2019-11-07,2.98,3.07,2.98,3.07,1200
2019-11-08,2.98,3.25,2.63,3.07,1300
2019-11-11,2.98,2.98,2.98,2.98,100
2019-11-12,3.07,3.07,3.07,3.07,100
2019-11-13,2.98,2.98,2.98,2.98,100
2019-11-14,3.07,3.07,3.07,3.07,100
2019-11-15,2.63,2.98,2.63,2.98,200
2019-11-18,2.98,2.98,2.98,2.98,100
2019-11-19,3.07,3.07,3.07,3.07,100
2019-11-20,2.98,2.98,2.98,2.98,100
2019-11-21,2.55,2.9,2.55,2.9,200
2019-11-22,2.98,2.98,2.46,2.98,300
2019-11-25,2.98,2.98,2.98,2.98,100
2019-11-26,2.63,2.63,2.63,2.63,100
2019-11-27,2.63,2.63,2.63,2.63,0
2019-11-28,2.81,2.81,2.81,2.81,100
2019-11-29,2.81,2.81,2.81,2.81,0
2019-12-02,2.98,2.98,2.98,2.81,100
2019-12-03,3.25,3.25,3.25,3.25,100
2019-12-04,3.33,3.33,2.81,2.81,200
2019-12-05,3.16,3.16,3.16,3.16,100
2019-12-06,2.72,2.72,2.72,2.72,1000
2019-12-09,2.98,2.98,2.98,2.98,100
2019-12-10,2.98,2.98,2.98,2.98,0
2019-12-11,3.25,3.25,2.63,2.63,300
2019-12-12,2.98,2.98,2.98,2.98,100
2019-12-13,3.16,3.16,3.16,3.16,100
2019-12-16,3.25,3.25,2.72,3.25,2200
2019-12-17,2.81,3.25,3.25,3.25,0
2019-12-18,3.07,3.07,3.07,3.07,100
2019-12-19,2.63,2.63,2.63,2.63,200
2019-12-20,2.63,2.63,2.63,2.63,0
2019-12-23,2.81,2.81,2.81,2.81,100
2019-12-24,2.81,2.81,2.81,2.81,0
2019-12-25,2.81,2.81,2.81,2.81,0
2019-12-26,2.81,2.81,2.81,2.81,0
2019-12-27,2.46,2.46,2.46,2.46,200
2019-12-30,2.19,2.72,2.19,2.72,600
2019-12-31,2.72,2.72,2.72,2.72,100
2020-01-02,2.98,2.98,2.98,2.98,200
2020-01-03,3.25,3.25,3.25,3.25,200
2020-01-06,3.25,3.25,3.25,3.25,0
2020-01-07,3.25,3.25,3.25,3.25,0
2020-01-08,3.25,3.25,3.25,3.25,0
2020-01-09,3.25,3.25,3.25,3.25,0
2020-01-10,3.25,3.25,3.25,3.25,0
2020-01-13,2.81,2.81,2.81,2.81,500
2020-01-14,3.07,3.07,2.46,2.46,5200
2020-01-15,2.19,2.81,2.19,2.19,3500
2020-01-16,2.63,2.63,2.02,2.02,200
2020-01-17,2.11,2.46,2.11,2.46,1500
2020-01-20,1.93,2.19,1.93,2.19,500
2020-01-21,2.37,2.37,2.19,2.19,800
2020-01-22,2.55,2.55,2.55,2.55,300
2020-01-30,2.55,2.55,2.28,2.28,1200
2020-01-31,2.63,2.63,2.63,2.63,100
2020-02-03,2.28,2.55,2.28,2.46,9200
2020-02-04,2.46,2.46,2.28,2.28,1200
2020-02-05,2.37,2.37,2.37,2.37,200
2020-02-06,2.55,2.55,2.28,2.28,500
2020-02-07,2.55,2.55,2.55,2.55,200
2020-02-10,2.55,2.55,2.55,2.55,0
2020-02-11,2.55,2.55,2.55,2.55,0
2020-02-12,2.63,2.63,2.19,2.55,3200
2020-02-13,2.37,2.37,2.37,2.37,100
2020-02-14,2.55,2.55,2.55,2.55,100
2020-02-17,2.28,2.28,2.28,2.28,164900
2020-02-18,2.28,2.28,2.28,2.28,0
2020-02-19,2.46,2.46,2.46,2.46,100
2020-02-20,2.72,2.72,2.46,2.46,6900
2020-02-21,2.11,2.11,2.11,2.11,11000
2020-02-24,2.19,2.28,2.19,2.28,13400
2020-02-25,2.19,2.28,2.28,2.28,0
2020-02-26,2.37,2.46,2.37,2.46,600
2020-02-27,2.72,2.72,2.72,2.72,100
2020-02-28,2.72,2.72,2.72,2.72,0
2020-03-02,2.98,2.98,2.72,2.72,47900
2020-03-03,2.72,2.72,2.63,2.72,26200
2020-03-04,2.98,2.98,2.72,2.72,23600
2020-03-05,2.98,2.98,2.72,2.72,5342
2020-03-06,2.72,2.72,2.72,2.72,0
2020-03-09,2.98,2.98,2.37,2.37,5200
2020-03-10,2.63,2.63,2.63,2.63,100
2020-03-11,2.37,2.37,2.37,2.37,4400
2020-03-12,2.55,2.55,2.46,2.55,15300
2020-03-13,2.81,2.81,2.81,2.81,130
