timestamp,score,breadth_pct,vol_pct,mom_pct,total_files,used
2025-11-13 08:32:17,20.23,15.77,23.12,23.28,1498,1224
2025-11-13 08:32:50,20.23,15.77,23.12,23.28,1498,1224
2025-11-13 09:28:44,23.0,32.0,0.0,34.0,1498,50
2025-11-13 14:26:49,25.65,36.3,0.0,37.1,1502,1496
